"id","endpoint_id","created_at","updated_at","status_code"
5,2,"2018-03-15 08:01:17","2018-03-15 08:01:17",200
6,2,"2018-03-15 08:09:55","2018-03-15 08:09:55",200
7,1,"2018-03-15 08:09:55","2018-03-15 08:09:55",200
8,2,"2018-03-15 08:10:08","2018-03-15 08:10:08",200
9,1,"2018-03-15 08:10:08","2018-03-15 08:10:08",200
10,2,"2018-03-15 10:13:12","2018-03-15 10:13:12",200
11,1,"2018-03-15 10:13:12","2018-03-15 10:13:12",200
